reporting_name	reporting_id	taxids	compound_id	class_type	subclass	nucleic_acid	RNA	DNA	seqids_in_rna_db	seqids_in_dna_db	semantic_group	core
Streptomyces graminis	3231	1464081	3231_1464081	bacterial	bacterial	.	.	bg	0	1	.	bg
Streptomyces graminisoli	5928	1367504	5928_1367504	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces graminofaciens	11961	68212	11961_68212	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces griseiniger	13090	114688	13090_114688	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces griseinus	7940	66893	7940_66893	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces griseoaurantiacus	4524	68213	4524_68213	bacterial	bacterial	.	16s	bg	9	1	.	bg
Streptomyces griseobrunneus	5526	66894	5526_66894	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces griseocarneus	13140	51201	13140_51201	bacterial	bacterial	.	16s	.	7	0	.	.
Streptomyces griseochromogenes	1332	68214	1332_68214	bacterial	bacterial	.	16s	bg	7	1	.	bg
Streptomyces griseodotifer	9866	293372	9866_293372	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces griseoflavus	4042	35619	4042_35619	bacterial	bacterial	.	16s	bg	10	2	.	bg
Streptomyces griseofuscus	4061	146922	4061_146922	bacterial	bacterial	.	16s	bg	5	1	.	bg
Streptomyces griseoincarnatus	14517	29305	14517_29305	bacterial	bacterial	.	16s	.	9	0	.	.
Streptomyces griseoloalbus	9326	67303	9326_67303	bacterial	bacterial	.	16s	.	10	0	.	.
Streptomyces griseolus	2179	1909	2179_1909	bacterial	bacterial	.	16s	bg	9	2	.	bg
Streptomyces griseoluteus	3109	29306	3109_29306	bacterial	bacterial	.	16s	bg	5	1	.	bg
Streptomyces griseomycini	12205	66895	12205_66895	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces griseoplanus	2864	66896	2864_66896	bacterial	bacterial	.	16s	bg	27	1	.	bg
Streptomyces griseorubens	3591	66897	3591_66897	bacterial	bacterial	.	16s	bg	32	1	.	bg
Streptomyces griseoruber	942	1943	942_1943	bacterial	bacterial	.	16s	bg	15	2	.	bg
Streptomyces griseorubiginosus	3094	67304	3094_67304	bacterial	bacterial	.	16s	bg	20	2	.	bg
Streptomyces griseosporeus	13762	1910	13762_1910	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces griseostramineus	15336	66898	15336_66898	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces griseoverticillatus	12279	68215	12279_68215	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces griseoviridis	8751	45398	8751_45398	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces griseus	1540	1911	1540_1911	bacterial	bacterial	.	16s	bg	43	19	.	bg
Streptomyces guanduensis	8201	310781	8201_310781	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces gulbargensis	8780	364901	8780_364901	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces hachijoensis	11568	66899	11568_66899	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces hainanensis	14597	402648	14597_402648	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces haliclonae	13490	582855	13490_582855	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces halophytocola	14031	1181887	14031_1181887	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces halotolerans	7434	246615	7434_246615	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces halstedii	285	1944	285_1944	bacterial	bacterial	.	16s	bg	3	1	.	bg
Streptomyces harbinensis	10807	1176198	10807_1176198	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces hawaiiensis	5927	67305	5927_67305	bacterial	bacterial	.	16s	.	7	0	.	.
Streptomyces hebeiensis	14014	229486	14014_229486	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces heilongjiangensis	7595	945052	7595_945052	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces heliomycini	9614	284032	9614_284032	bacterial	bacterial	.	16s	.	7	0	.	.
Streptomyces helvaticus	11108	68216	11108_68216	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces herbaceus	10315	887449	10315_887449	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces heteromorphus	12433	132471	12433_132471	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces himastatinicus	3103	998084,457427	3103_998084	bacterial	bacterial	.	16s	bg	2	1	.	bg
Streptomyces himgiriensis	6263	244282	6263_244282	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces hiroshimensis	13206	66424	13206_66424	bacterial	bacterial	.	16s	.	13	0	.	.
Streptomyces hirsutus	4694	35620	4694_35620	bacterial	bacterial	.	16s	bg	8	1	.	bg
Streptomyces hokutonensis	5259	1306990	5259_1306990	bacterial	bacterial	.	16s	bg	3	1	.	bg
Streptomyces hoynatensis	10037	1141874	10037_1141874	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces huangiae	12893	476554	12893_476554	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces humi	2921	1428620	2921_1428620	bacterial	bacterial	.	16s	bg	2	1	.	bg
Streptomyces humidus	12113	52259	12113_52259	bacterial	bacterial	.	16s	.	10	0	.	.
Streptomyces humiferus	6524	66372	6524_66372	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces hundungensis	8704	1077946	8704_1077946	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces hyaluromycini	11878	1377993	11878_1377993	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces hyderabadensis	7799	598549	7799_598549	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces hydrogenans	13953	1873719	13953_1873719	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces hygroscopicus	3065	1912,68042	3065_1912	bacterial	bacterial	.	16s	bg	32	8	.	bg
Streptomyces hypolithicus	8866	479410	8866_479410	bacterial	bacterial	.	16s	.	9	0	.	.
Streptomyces iakyrus	1259	68219	1259_68219	bacterial	bacterial	.	16s	bg	7	1	.	bg
Streptomyces iconiensis	14737	1384038	14737_1384038	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces inaequalis	14273	285457	14273_285457	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces incanus	6983	887453	6983_887453	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces indiaensis	13783	284033	13783_284033	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces indicus	7704	417292	7704_417292	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces indigoferus	12265	67307	12265_67307	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces indoligenes	9139	1764539	9139_1764539	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces indonesiensis	12706	114700	12706_114700	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces intermedius	5791	53449	5791_53449	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces inusitatus	10833	68221	10833_68221	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces ipomoeae	3562	103232	3562_103232	bacterial	bacterial	.	16s	bg	4	1	.	bg
Streptomyces iranensis	1613	576784	1613_576784	bacterial	bacterial	.	16s	bg	4	1	.	bg
Streptomyces janthinus	11561	67308	11561_67308	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces javensis	14054	114698	14054_114698	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces jeddahensis	1586	1716141	1586_1716141	bacterial	bacterial	.	16s	bg	2	1	.	bg
Streptomyces jietaisiensis	9008	235987	9008_235987	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces jiujiangensis	10262	1434256	10262_1434256	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces jumonjinensis	12825	1945	12825_1945	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces kaempferi	7723	333725	7723_333725	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces kagawaensis	14278	285491	14278_285491	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces kagoshimanus	14302	285495	14302_285495	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces kalpinensis	9023	1236311	9023_1236311	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces kanamyceticus	5470	1967	5470_1967	bacterial	bacterial	.	16s	bg	9	1	.	bg
Streptomyces kanasensis	5225	936756	5225_936756	bacterial	bacterial	.	16s	bg	1	1	.	bg
Streptomyces kaniharaensis	12794	212423	12794_212423	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces karpasiensis	15087	1187859	15087_1187859	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces kashimirensis	13708	68222	13708_68222	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces kasugaensis	15371	1946	15371_1946	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces kasugaspinus	10556	285517	10556_285517	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces kathirae	11361	151424	11361_151424	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces katrae	720	68223	720_68223	bacterial	bacterial	.	16s	bg	7	2	.	bg
Streptomyces katsurahamenas	13805	329527	13805_329527	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces kebangsaanensis	13821	864058	13821_864058	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces kishiwadensis	13121	67310	13121_67310	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces kitasatoensis	14388	97405	14388_97405	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces klenkii	11240	1420899	11240_1420899	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces koyangensis	13203	188770	13203_188770	bacterial	bacterial	.	16s	.	8	0	.	.
Streptomyces krainskii	13747	67311	13747_67311	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces kronopolitis	12927	1612435	12927_1612435	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces krungchingensis	13723	1565034	13723_1565034	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces kunmingensis	8676	68225	8676_68225	bacterial	bacterial	.	16s	.	7	0	.	.
Streptomyces kurssanovii	12475	67312	12475_67312	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces labedae	14734	285569	14734_285569	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces lacrimifluminis	11214	1500077	11214_1500077	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces lactacystinicus	12273	1470455	12273_1470455	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces lacticiproducens	6704	652943	6704_652943	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces laculatispora	6402	887464	6402_887464	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces laeteviolaceus	6874	285554	6874_285554	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces lanatus	8070	66900	8070_66900	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces lannensis	7547	766498	7547_766498	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces lasiicapitis	9213	1923961	9213_1923961	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces lateritius	11857	67313	11857_67313	bacterial	bacterial	.	16s	.	11	0	.	.
Streptomyces laurentii	14729	39478	14729_39478	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces lavendofoliae	13897	67314	13897_67314	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces lavendulae	2744	1914,66421	2744_1914	bacterial	bacterial	.	16s	bg	34	5	.	bg
Streptomyces lavenduligriseus	2452	67315	2452_67315	bacterial	bacterial	.	16s	bg	4	1	.	bg
Streptomyces lavendulocolor	10274	67316	10274_67316	bacterial	bacterial	.	16s	.	9	0	.	.
Streptomyces lazureus	9110	68227	9110_68227	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces leeuwenhoekii	1066	1437453	1066_1437453	bacterial	bacterial	.	16s	bg	3	3	.	bg
Streptomyces levis	12833	285566	12833_285566	bacterial	bacterial	.	16s	.	9	0	.	.
Streptomyces libani	6905	68043,249582	6905_68043	bacterial	bacterial	.	16s	.	8	0	.	.
Streptomyces lienomycini	10484	284035	10484_284035	bacterial	bacterial	.	16s	.	13	0	.	.
Streptomyces lilacinofulvus	9140	285468	9140_285468	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces lilacinus	13548	68228	13548_68228	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces limosus	10224	1947	10224_1947	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces lincolnensis	4895	1915	4895_1915	bacterial	bacterial	.	16s	bg	12	1	.	bg
Streptomyces litmocidini	10945	67318	10945_67318	bacterial	bacterial	.	16s	.	7	0	.	.
Streptomyces litoralis	6401	1236314	6401_1236314	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces lividans	3994	1916	3994_1916	bacterial	bacterial	.	16s	bg	14	3	.	bg
Streptomyces lividoclavatus	9183	285522	9183_285522	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces lividus	5823	282216	5823_282216	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces lomondensis	11810	68229	11810_68229	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces lonarensis	6871	700599	6871_700599	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces longisporoflavus	14805	28044	14805_28044	bacterial	bacterial	.	16s	.	7	0	.	.
Streptomyces longispororuber	15120	68230	15120_68230	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces longisporus	7958	1948	7958_1948	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces longissimus	15318	200596	15318_200596	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces longwoodensis	300	68231	300_68231	bacterial	bacterial	.	16s	bg	5	1	.	bg
Streptomyces lopnurensis	6114	1495572	6114_1495572	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces lucensis	10624	1306176,67319	10624_67319	bacterial	bacterial	.	16s	.	7	0	.	.
Streptomyces lunaelactis	13248	1535768	13248_1535768	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces lunalinharesii	11051	333384	11051_333384	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces luridiscabiei	3709	164114	3709_164114	bacterial	bacterial	.	16s	bg	2	1	.	bg
Streptomyces luridus	11046	67320	11046_67320	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces lushanensis	3581	1434255	3581_1434255	bacterial	bacterial	.	16s	bg	4	1	.	bg
Streptomyces lusitanus	10157	68232	10157_68232	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces luteireticuli	8903	173858	8903_173858	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces luteocolor	219	285500	219_285500	bacterial	bacterial	.	.	bg	0	1	.	bg
Streptomyces luteogriseus	10895	68233	10895_68233	bacterial	bacterial	.	16s	.	8	0	.	.
Streptomyces luteosporeus	12842	173856	12842_173856	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces luteoverticillatus	7020	66425	7020_66425	bacterial	bacterial	.	16s	.	13	0	.	.
Streptomyces luteus	3171	1915400	3171_1915400	bacterial	bacterial	.	16s	bg	2	1	.	bg
Streptomyces lydicus	128	47763	128_47763	bacterial	bacterial	.	16s	bg	10	2	.	bg
Streptomyces macrosporeus	13294	68236	13294_68236	bacterial	bacterial	.	16s	.	14	0	.	.
Streptomyces macrosporus	8041	44032	8041_44032	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces malachitofuscus	10486	67322	10486_67322	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces malachitospinus	12197	371722	12197_371722	bacterial	bacterial	.	16s	.	9	0	.	.
Streptomyces malaysiense	4940	1428626	4940_1428626	bacterial	bacterial	.	16s	bg	2	1	.	bg
Streptomyces malaysiensis	11966	92644	11966_92644	bacterial	bacterial	.	16s	.	16	0	.	.
Streptomyces mangrovi	13228	1206892	13228_1206892	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces mangrovicola	15019	1578834	15019_1578834	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces mangrovisoli	2410	1428628	2410_1428628	bacterial	bacterial	.	16s	bg	2	1	.	bg
Streptomyces manipurensis	13516	1077945	13516_1077945	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces maoxianensis	13627	1459942	13627_1459942	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces marinus	8011	582854	8011_582854	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces maritimus	14611	115828	14611_115828	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces marokkonensis	10073	324855	10073_324855	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces mashuensis	7383	33904	7383_33904	bacterial	bacterial	.	16s	.	8	0	.	.
Streptomyces massasporeus	14005	67324	14005_67324	bacterial	bacterial	.	16s	.	10	0	.	.
Streptomyces matensis	12848	67325	12848_67325	bacterial	bacterial	.	16s	.	8	0	.	.
Streptomyces mauvecolor	6344	58345	6344_58345	bacterial	bacterial	.	16s	.	10	0	.	.
Streptomyces mayteni	10823	481003	10823_481003	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces mediolani	2771	68237	2771_68237	bacterial	bacterial	.	16s	bg	18	1	.	bg
Streptomyces megasporus	4172	44060	4172_44060	bacterial	bacterial	.	16s	bg	4	1	.	bg
Streptomyces melanogenes	9286	67326	9286_67326	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces melanosporofaciens	14823	67327	14823_67327	bacterial	bacterial	.	16s	.	11	0	.	.
Streptomyces mexicanus	7073	178566	7073_178566	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces michiganensis	14599	67328	14599_67328	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces microflavus	5816	1919	5816_1919	bacterial	bacterial	.	16s	.	79	0	.	.
Streptomyces microsporus	6521	285469	6521_285469	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces miharaensis	7791	285483	7791_285483	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces milbemycinicus	12876	476552	12876_476552	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces minoensis	14471	67329	14471_67329	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces minutiscleroticus	13325	68238	13325_68238	bacterial	bacterial	.	16s	.	7	0	.	.
Streptomyces mirabilis	2773	68239	2773_68239	bacterial	bacterial	.	16s	bg	10	2	.	bg
Streptomyces misawanensis	10232	285518	10232_285518	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces misionensis	6231	1306177,67331	6231_67331	bacterial	bacterial	.	16s	.	11	0	.	.
Streptomyces mobaraensis	1449	1223523,35621	1449_35621	bacterial	bacterial	.	16s	bg	6	1	.	bg
Streptomyces moderatus	10978	68240	10978_68240	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces monomycini	5275	371720	5275_371720	bacterial	bacterial	.	16s	bg	5	1	.	bg
Streptomyces mordarskii	11191	1226758	11191_1226758	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces morookaense	12180	1970	12180_1970	bacterial	bacterial	.	16s	.	9	0	.	.
Streptomyces mucoflavus	8095	285528	8095_285528	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces muensis	9764	1077944	9764_1077944	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces multispiralis	13759	285478	13759_285478	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces murinus	6241	33900	6241_33900	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces mutabilis	8475	67332	8475_67332	bacterial	bacterial	.	16s	.	59	0	.	.
Streptomyces mutomycini	5396	284036	5396_284036	bacterial	bacterial	.	16s	bg	11	1	.	bg
Streptomyces mycarofaciens	7472	1949	7472_1949	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces myxogenes	12514	285484	12514_285484	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces naganishii	7173	285447,1306179	7173_285447	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces nanhaiensis	7754	679319	7754_679319	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces nanningensis	8382	225048	8382_225048	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces nanshensis	889	518642	889_518642	bacterial	bacterial	.	16s	bg	6	4	.	bg
Streptomyces naraensis	14081	68241	14081_68241	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces narbonensis	10025	67333	10025_67333	bacterial	bacterial	.	16s	.	10	0	.	.
Streptomyces nashvillensis	13770	67334	13770_67334	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces natalensis	1902	68242	1902_68242	bacterial	bacterial	.	16s	bg	1	2	.	bg
Streptomyces neopeptinius	8063	486956	8063_486956	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces netropsis	11973	55404	11973_55404	bacterial	bacterial	.	16s	.	15	0	.	.
Streptomyces neyagawaensis	3635	42238	3635_42238	bacterial	bacterial	.	16s	bg	9	1	.	bg
Streptomyces niger	3712	66373	3712_66373	bacterial	bacterial	.	16s	bg	2	1	.	bg
Streptomyces nigrescens	13373	1920	13373_1920	bacterial	bacterial	.	16s	.	7	0	.	.
Streptomyces nigrogriseolus	9730	285470	9730_285470	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces nitrosporeus	14004	28894	14004_28894	bacterial	bacterial	.	16s	.	7	0	.	.
Streptomyces niveiscabiei	2200	164115	2200_164115	bacterial	bacterial	.	16s	bg	3	1	.	bg
Streptomyces niveoruber	8668	68243	8668_68243	bacterial	bacterial	.	16s	.	14	0	.	.
Streptomyces niveus	2941	193462	2941_193462	bacterial	bacterial	.	16s	bg	11	3	.	bg
Streptomyces noboritoensis	13025	67337	13025_67337	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces nodosus	1471	40318	1471_40318	bacterial	bacterial	.	16s	bg	17	1	.	bg
Streptomyces nogalater	12718	38314	12718_38314	bacterial	bacterial	.	16s	.	7	0	.	.
Streptomyces nojiriensis	10211	66374	10211_66374	bacterial	bacterial	.	16s	.	11	0	.	.
Streptomyces noordhoekensis	13474	281713	13474_281713	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces noursei	4396	1971	4396_1971	bacterial	bacterial	.	16s	bg	4	1	.	bg
Streptomyces novaecaesareae	4738	68244	4738_68244	bacterial	bacterial	.	16s	bg	5	1	.	bg
Streptomyces oceani	6763	1075402	6763_1075402	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces ochraceiscleroticus	5048	47761	5048_47761	bacterial	bacterial	.	16s	bg	5	1	.	bg
Streptomyces odonnellii	4430	1417980	4430_1417980	bacterial	bacterial	.	.	bg	0	1	.	bg
Streptomyces odorifer	8913	53450	8913_53450	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces ogaensis	5657	285496	5657_285496	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces olindensis	1406	358823	1406_358823	bacterial	bacterial	.	16s	bg	1	1	.	bg
Streptomyces olivaceiscleroticus	9113	68245	9113_68245	bacterial	bacterial	.	16s	.	9	0	.	.
Streptomyces olivaceoviridis	9473	1921	9473_1921	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces olivaceus	1288	47716	1288_47716	bacterial	bacterial	.	16s	bg	19	2	.	bg
Streptomyces olivicoloratus	12381	1550618	12381_1550618	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces olivochromogenes	523	1963	523_1963	bacterial	bacterial	.	16s	bg	31	1	.	bg
Streptomyces olivogriseus	5743	285485	5743_285485	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces olivoreticuli	6296	68246	6296_68246	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces olivoverticillatus	11113	66427	11113_66427	bacterial	bacterial	.	16s	.	9	0	.	.
Streptomyces olivoviridis	7934	67338	7934_67338	bacterial	bacterial	.	16s	.	13	0	.	.
Streptomyces omiyaensis	10752	68247	10752_68247	bacterial	bacterial	.	16s	.	11	0	.	.
Streptomyces orinoci	7878	67339	7878_67339	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces ornatus	14443	33901	14443_33901	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces oryzae	13911	1434886	13911_1434886	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces osmaniensis	5699	593134	5699_593134	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces ossamyceticus	365	249581	365_249581	bacterial	bacterial	.	16s	bg	9	1	.	bg
Streptomyces ostreogriseus	9992	68248	9992_68248	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces ovatisporus	13399	1128682	13399_1128682	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces owasiensis	6608	285504	6608_285504	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces pactum	4319	68249	4319_68249	bacterial	bacterial	.	16s	bg	24	2	.	bg
Streptomyces padanus	6752	183408	6752_183408	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces pallidus	5834	68250	5834_68250	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces palmae	12241	1701085	12241_1701085	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces panacagri	10842	363862	10842_363862	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces panaciradicis	12996	1470261	12996_1470261	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces panaciterrae	8557	363864	8557_363864	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces panayensis	6628	132470	6628_132470	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces paradoxus	5929	66375	5929_66375	bacterial	bacterial	.	16s	.	9	0	.	.
Streptomyces paraguayensis	6631	68251	6631_68251	bacterial	bacterial	.	16s	.	1	0	.	.
Streptomyces parvisporogenes	14828	68252	14828_68252	bacterial	bacterial	.	16s	.	5	0	.	.
Streptomyces parvulus	853	146923	853_146923	bacterial	bacterial	.	16s	bg	23	1	.	bg
Streptomyces parvus	14696	66428	14696_66428	bacterial	bacterial	.	16s	.	17	0	.	.
Streptomyces pathocidini	1942	1650571	1942_1650571	bacterial	bacterial	.	16s	bg	5	1	.	bg
Streptomyces paucisporeus	9564	310782	9564_310782	bacterial	bacterial	.	16s	.	4	0	.	.
Streptomyces peruviensis	841	68253	841_68253	bacterial	bacterial	.	16s	bg	2	1	.	bg
Streptomyces peucetius	4275	1950	4275_1950	bacterial	bacterial	.	16s	bg	5	1	.	bg
Streptomyces phaeochromogenes	629	1923	629_1923	bacterial	bacterial	.	16s	bg	48	1	.	bg
Streptomyces phaeofaciens	8253	1306182,68254	8253_68254	bacterial	bacterial	.	16s	.	6	0	.	.
Streptomyces phaeogriseichromatogenes	8461	114684	8461_114684	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces phaeoluteichromatogenes	12206	114685	12206_114685	bacterial	bacterial	.	16s	.	2	0	.	.
Streptomyces phaeoluteigriseus	8476	114686	8476_114686	bacterial	bacterial	.	16s	.	3	0	.	.
Streptomyces phage Aaronocolus	39533	1690426	39533_1690426	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage AbbeyMikolon	39534	2059880	39534_2059880	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Abt2graduatex2	39535	2041353	39535_2041353	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Alsaber	39536	2053672	39536_2053672	viral	phage	DNA	virus	.	1	0	.	.
Streptomyces phage Amela	39537	1673877	39537_1673877	viral	phage	DNA	virus	.	2	0	.	.
Streptomyces phage Amethyst	39538	2041205	39538_2041205	viral	phage	DNA	virus	.	1	0	.	.
